tgt,src
"[188, 162, 40, 6, 5]","[51, 65, 92, 97, 96]"
"[216, 161, 37, 10, 5]","[53, 67, 90, 106, 113]"
"[9, 104, 191, 101, 8]","[97, 83, 64, 81, 88]"
"[12, 98, 225, 106, 6]","[94, 87, 60, 85, 121]"
"[200, 174, 40, 6, 2]","[52, 65, 109, 92, 104]"
"[6, 104, 192, 106, 16]","[105, 71, 53, 83, 112]"
"[74, 71, 85, 93, 83]","[77, 80, 92, 73, 84]"
"[9, 87, 206, 117, 5]","[110, 74, 52, 80, 108]"
"[209, 153, 36, 12, 7]","[58, 70, 97, 91, 101]"
"[6, 116, 225, 84, 11]","[100, 89, 59, 93, 101]"
"[85, 87, 76, 70, 82]","[86, 76, 70, 85, 83]"
"[212, 148, 49, 8, 3]","[47, 65, 106, 98, 104]"
"[216, 159, 51, 11, 4]","[62, 62, 112, 114, 91]"
"[15, 95, 195, 101, 15]","[106, 76, 63, 85, 91]"
"[82, 96, 92, 83, 84]","[103, 73, 98, 70, 93]"
"[15, 103, 209, 109, 7]","[111, 78, 58, 91, 105]"
"[77, 101, 78, 107, 75]","[89, 90, 88, 80, 91]"
"[224, 150, 29, 14, 3]","[46, 62, 97, 99, 116]"
"[10, 107, 198, 95, 12]","[115, 68, 57, 77, 105]"
"[95, 82, 80, 75, 105]","[71, 98, 94, 88, 86]"
"[7, 101, 223, 94, 6]","[107, 90, 51, 69, 114]"
"[95, 85, 79, 81, 79]","[75, 83, 88, 89, 84]"
"[78, 79, 74, 89, 80]","[71, 84, 69, 87, 89]"
"[91, 97, 89, 86, 83]","[82, 98, 79, 101, 86]"
"[210, 158, 41, 12, 1]","[48, 70, 96, 91, 117]"
"[73, 91, 86, 87, 75]","[77, 82, 88, 83, 82]"
"[3, 89, 218, 98, 9]","[117, 79, 53, 64, 104]"
"[79, 92, 76, 76, 80]","[69, 86, 82, 85, 81]"
"[76, 62, 85, 95, 83]","[71, 103, 88, 68, 71]"
"[8, 97, 205, 85, 5]","[85, 85, 51, 82, 97]"
"[78, 80, 88, 79, 112]","[90, 92, 91, 87, 77]"
"[9, 94, 181, 112, 14]","[104, 85, 55, 64, 102]"
"[204, 149, 51, 8, 2]","[41, 69, 77, 113, 114]"
"[13, 89, 194, 108, 10]","[90, 68, 67, 95, 94]"
"[188, 162, 42, 11, 1]","[47, 74, 94, 100, 89]"
"[229, 156, 49, 15, 1]","[46, 77, 110, 109, 108]"
"[7, 101, 196, 88, 15]","[108, 71, 54, 90, 84]"
"[75, 84, 71, 109, 98]","[98, 87, 81, 81, 90]"
"[78, 83, 90, 97, 83]","[92, 92, 79, 90, 78]"
"[11, 90, 221, 104, 8]","[106, 74, 68, 73, 113]"
"[77, 94, 87, 85, 101]","[88, 96, 81, 100, 79]"
"[9, 103, 190, 92, 10]","[90, 69, 59, 92, 94]"
"[7, 100, 206, 94, 9]","[99, 87, 38, 101, 91]"
"[206, 158, 56, 12, 1]","[62, 73, 90, 93, 115]"
"[198, 166, 46, 10, 8]","[46, 70, 105, 107, 100]"
"[65, 84, 91, 73, 94]","[85, 88, 74, 82, 78]"
"[14, 88, 208, 102, 13]","[108, 86, 46, 88, 97]"
"[90, 90, 92, 85, 64]","[81, 89, 88, 79, 84]"
"[88, 81, 95, 86, 74]","[83, 93, 84, 90, 74]"
"[89, 79, 87, 97, 90]","[88, 89, 77, 98, 90]"
"[7, 93, 189, 105, 7]","[102, 77, 59, 75, 88]"
"[6, 94, 231, 105, 11]","[85, 90, 65, 87, 120]"
"[209, 161, 44, 11, 2]","[57, 52, 89, 114, 115]"
"[204, 152, 46, 7, 6]","[49, 58, 84, 106, 118]"
"[81, 78, 83, 81, 94]","[72, 86, 79, 89, 91]"
"[210, 143, 37, 8, 4]","[36, 69, 91, 82, 124]"
"[82, 100, 97, 81, 88]","[97, 87, 84, 95, 85]"
"[9, 104, 216, 97, 10]","[90, 90, 65, 82, 109]"
"[203, 163, 50, 13, 6]","[67, 69, 84, 106, 109]"
"[216, 156, 40, 7, 5]","[44, 66, 97, 113, 104]"
"[5, 92, 196, 101, 17]","[105, 79, 67, 70, 90]"
"[16, 88, 207, 107, 23]","[97, 97, 54, 90, 103]"
"[16, 98, 214, 80, 16]","[116, 78, 52, 79, 99]"
"[209, 156, 41, 7, 3]","[54, 68, 99, 100, 95]"
"[83, 80, 90, 103, 86]","[93, 100, 88, 75, 86]"
"[9, 100, 199, 80, 15]","[95, 75, 40, 93, 100]"
"[84, 72, 89, 87, 92]","[82, 95, 66, 93, 88]"
"[7, 93, 240, 106, 3]","[120, 77, 59, 76, 117]"
"[186, 170, 45, 18, 2]","[50, 61, 78, 110, 122]"
"[96, 72, 87, 85, 85]","[79, 73, 79, 97, 97]"
"[83, 95, 95, 82, 86]","[104, 71, 76, 106, 84]"
"[89, 94, 87, 85, 77]","[94, 77, 98, 77, 86]"
"[7, 94, 216, 100, 7]","[81, 86, 48, 95, 114]"
"[195, 156, 51, 10, 3]","[53, 74, 92, 83, 113]"
"[94, 79, 87, 79, 90]","[94, 83, 83, 88, 81]"
"[85, 82, 83, 87, 78]","[83, 86, 86, 86, 74]"
"[17, 107, 205, 100, 14]","[129, 83, 57, 65, 109]"
"[86, 92, 79, 88, 88]","[89, 78, 84, 103, 79]"
"[91, 83, 95, 105, 74]","[81, 99, 90, 81, 97]"
"[13, 105, 223, 87, 11]","[120, 74, 48, 83, 114]"
"[96, 60, 72, 85, 93]","[75, 89, 77, 84, 81]"
"[91, 108, 77, 91, 71]","[80, 85, 89, 83, 101]"
"[206, 152, 37, 12, 4]","[50, 82, 93, 94, 92]"
"[192, 155, 45, 7, 2]","[67, 59, 78, 107, 90]"
"[88, 84, 84, 79, 79]","[81, 80, 79, 76, 98]"
"[74, 97, 83, 75, 82]","[87, 83, 86, 74, 81]"
"[8, 109, 218, 104, 9]","[126, 88, 56, 75, 103]"
"[16, 102, 185, 94, 10]","[102, 77, 63, 73, 92]"
"[16, 111, 201, 98, 15]","[110, 89, 56, 81, 105]"
"[94, 76, 84, 74, 81]","[76, 78, 87, 85, 83]"
"[201, 156, 42, 14, 3]","[56, 54, 95, 105, 106]"
"[214, 153, 41, 7, 7]","[55, 61, 101, 107, 98]"
"[93, 78, 109, 82, 74]","[83, 75, 80, 94, 104]"
"[10, 105, 225, 83, 10]","[108, 84, 52, 91, 98]"
"[208, 171, 41, 16, 10]","[61, 74, 95, 114, 102]"
"[94, 91, 78, 91, 72]","[85, 86, 94, 82, 79]"
"[20, 98, 200, 97, 9]","[90, 85, 57, 86, 106]"
"[76, 95, 75, 84, 70]","[87, 80, 85, 75, 73]"
"[6, 96, 221, 100, 9]","[100, 80, 60, 90, 102]"
"[95, 71, 75, 75, 91]","[79, 79, 75, 83, 91]"
"[84, 92, 78, 84, 84]","[95, 73, 95, 86, 73]"
"[208, 140, 47, 15, 3]","[49, 62, 97, 91, 114]"
"[78, 88, 97, 75, 84]","[95, 91, 73, 77, 86]"
"[76, 78, 84, 86, 80]","[78, 90, 72, 82, 82]"
"[77, 86, 86, 83, 98]","[80, 91, 93, 86, 80]"
"[13, 105, 194, 102, 5]","[92, 92, 62, 79, 94]"
"[216, 165, 38, 9, 4]","[61, 69, 98, 103, 101]"
"[10, 109, 212, 96, 11]","[116, 78, 65, 77, 102]"
"[16, 122, 193, 92, 10]","[99, 81, 55, 90, 108]"
"[91, 81, 78, 98, 74]","[83, 66, 85, 95, 93]"
"[13, 106, 203, 107, 14]","[97, 78, 65, 89, 114]"
"[14, 106, 202, 111, 14]","[102, 88, 69, 95, 93]"
"[12, 83, 210, 95, 8]","[102, 80, 49, 76, 101]"
"[85, 87, 91, 87, 69]","[82, 78, 81, 89, 89]"
"[215, 177, 37, 11, 1]","[56, 72, 96, 107, 110]"
"[196, 155, 45, 12, 6]","[58, 71, 89, 98, 98]"
"[86, 99, 78, 84, 92]","[83, 96, 80, 99, 81]"
"[10, 87, 227, 114, 10]","[127, 82, 47, 83, 109]"
"[7, 107, 219, 89, 4]","[110, 73, 50, 96, 97]"
"[9, 117, 187, 96, 10]","[102, 74, 56, 78, 109]"
"[71, 78, 97, 72, 86]","[88, 74, 68, 94, 80]"
"[88, 88, 78, 94, 101]","[73, 89, 91, 101, 95]"
"[213, 162, 39, 9, 9]","[46, 72, 91, 108, 115]"
"[11, 111, 204, 95, 13]","[98, 98, 53, 81, 104]"
"[13, 105, 226, 87, 2]","[126, 81, 40, 88, 98]"
"[212, 164, 36, 11, 3]","[59, 56, 101, 111, 99]"
"[203, 171, 40, 12, 2]","[53, 64, 87, 123, 101]"
"[78, 87, 90, 65, 87]","[86, 78, 75, 84, 84]"
"[81, 92, 84, 69, 83]","[77, 81, 83, 77, 91]"
"[6, 105, 213, 111, 6]","[84, 97, 67, 83, 110]"
"[8, 97, 233, 87, 6]","[85, 86, 52, 81, 127]"
"[210, 148, 30, 12, 5]","[52, 61, 99, 87, 106]"
"[71, 91, 80, 102, 95]","[96, 85, 78, 99, 81]"
"[217, 160, 38, 7, 7]","[47, 69, 92, 104, 117]"
"[12, 94, 208, 82, 12]","[108, 73, 49, 80, 98]"
"[91, 77, 84, 77, 84]","[89, 80, 74, 82, 88]"
"[184, 171, 53, 17, 8]","[71, 52, 105, 107, 98]"
"[189, 155, 51, 9, 5]","[49, 62, 95, 110, 93]"
"[175, 162, 43, 16, 6]","[61, 64, 92, 82, 103]"
"[15, 82, 203, 94, 11]","[85, 83, 57, 73, 107]"
"[91, 85, 90, 77, 93]","[93, 86, 83, 86, 88]"
"[4, 85, 246, 105, 5]","[108, 91, 62, 83, 101]"
"[79, 81, 89, 91, 92]","[73, 104, 99, 84, 72]"
"[202, 175, 45, 5, 1]","[47, 73, 106, 102, 100]"
"[198, 169, 34, 5, 3]","[48, 60, 102, 89, 110]"
"[11, 107, 230, 92, 9]","[118, 79, 51, 92, 109]"
"[72, 85, 91, 85, 67]","[71, 79, 77, 92, 81]"
"[13, 102, 203, 89, 11]","[111, 75, 52, 74, 106]"
"[97, 75, 82, 94, 85]","[94, 78, 89, 81, 91]"
"[85, 72, 85, 80, 90]","[88, 89, 85, 69, 81]"
"[87, 78, 92, 79, 91]","[91, 87, 74, 88, 87]"
"[13, 95, 186, 90, 20]","[97, 80, 42, 77, 108]"
"[76, 91, 61, 82, 99]","[89, 80, 89, 84, 67]"
"[204, 171, 46, 16, 5]","[64, 67, 101, 105, 105]"
"[11, 99, 223, 106, 9]","[114, 83, 48, 78, 125]"
"[7, 100, 217, 97, 14]","[109, 83, 59, 79, 105]"
"[7, 92, 208, 86, 11]","[95, 76, 44, 86, 103]"
"[224, 172, 34, 14, 6]","[54, 80, 105, 98, 113]"
"[4, 107, 207, 117, 11]","[105, 88, 68, 84, 101]"
"[234, 153, 42, 10, 4]","[56, 77, 108, 106, 96]"
"[185, 161, 38, 10, 9]","[64, 64, 86, 101, 88]"
"[200, 176, 45, 14, 3]","[64, 52, 94, 113, 115]"
"[11, 106, 194, 110, 10]","[101, 78, 58, 70, 124]"
"[205, 153, 58, 6, 6]","[55, 59, 98, 106, 110]"
"[79, 72, 83, 76, 95]","[89, 80, 91, 84, 61]"
"[6, 87, 205, 103, 2]","[105, 67, 45, 88, 98]"
"[6, 85, 222, 89, 7]","[118, 76, 51, 73, 91]"
"[14, 112, 191, 92, 13]","[102, 81, 57, 91, 91]"
"[78, 78, 80, 90, 89]","[79, 87, 89, 77, 83]"
"[92, 87, 89, 86, 94]","[90, 95, 80, 89, 94]"
"[90, 70, 80, 92, 88]","[85, 77, 87, 91, 80]"
"[78, 79, 101, 95, 94]","[94, 97, 80, 84, 92]"
"[200, 165, 32, 8, 4]","[63, 71, 86, 95, 94]"
"[7, 95, 217, 79, 9]","[111, 71, 41, 81, 103]"
"[7, 96, 223, 97, 5]","[91, 77, 56, 86, 118]"
"[183, 162, 41, 13, 4]","[46, 64, 83, 122, 88]"
"[80, 90, 96, 90, 73]","[68, 81, 88, 80, 112]"
"[99, 80, 71, 94, 80]","[82, 92, 86, 80, 84]"
"[76, 72, 88, 87, 82]","[70, 80, 80, 82, 93]"
"[202, 161, 37, 8, 0]","[56, 56, 102, 92, 102]"
"[6, 91, 209, 94, 3]","[87, 73, 73, 69, 101]"
"[79, 76, 89, 83, 80]","[71, 98, 76, 85, 77]"
"[85, 103, 91, 72, 85]","[77, 90, 87, 94, 88]"
"[213, 159, 51, 14, 5]","[44, 70, 117, 107, 104]"
"[207, 161, 45, 12, 1]","[42, 73, 102, 95, 114]"
"[88, 86, 86, 89, 97]","[100, 96, 85, 78, 87]"
"[10, 101, 200, 102, 7]","[98, 61, 53, 96, 112]"
"[9, 105, 204, 82, 3]","[88, 78, 55, 81, 101]"
"[197, 156, 37, 10, 4]","[54, 58, 100, 102, 90]"
"[10, 108, 210, 92, 12]","[107, 81, 52, 85, 107]"
"[207, 181, 42, 14, 3]","[68, 81, 101, 101, 96]"
"[91, 95, 82, 89, 75]","[75, 101, 83, 90, 83]"
"[161, 161, 53, 20, 8]","[64, 55, 86, 103, 95]"
"[200, 165, 45, 13, 6]","[59, 61, 103, 103, 103]"
"[208, 154, 39, 4, 4]","[45, 73, 88, 103, 100]"
"[222, 140, 33, 12, 0]","[42, 70, 92, 108, 95]"
"[6, 100, 209, 96, 8]","[112, 81, 50, 80, 96]"
"[205, 151, 56, 15, 6]","[59, 62, 90, 111, 111]"
"[10, 82, 225, 92, 12]","[117, 66, 52, 63, 123]"
"[218, 148, 46, 10, 5]","[49, 78, 97, 97, 106]"
"[197, 161, 37, 7, 1]","[53, 52, 106, 98, 94]"
"[93, 104, 73, 77, 85]","[88, 80, 92, 86, 86]"
"[17, 108, 216, 86, 12]","[96, 81, 54, 95, 113]"
"[9, 106, 211, 105, 8]","[106, 92, 57, 99, 85]"
"[218, 149, 55, 12, 5]","[54, 72, 112, 104, 97]"
"[95, 87, 86, 90, 86]","[79, 91, 99, 95, 80]"
"[8, 85, 217, 90, 5]","[101, 81, 40, 85, 98]"
"[68, 75, 86, 92, 86]","[79, 88, 90, 71, 79]"
"[215, 177, 43, 10, 4]","[59, 68, 110, 117, 95]"
"[176, 179, 42, 13, 10]","[50, 60, 111, 90, 109]"
"[185, 159, 56, 10, 2]","[58, 66, 100, 101, 87]"
"[18, 88, 201, 98, 11]","[95, 83, 53, 81, 104]"
"[79, 90, 75, 78, 87]","[82, 77, 75, 91, 84]"
"[23, 105, 184, 105, 11]","[104, 83, 55, 83, 103]"
"[9, 98, 198, 92, 12]","[91, 79, 59, 83, 97]"
"[220, 155, 49, 20, 3]","[70, 69, 93, 94, 121]"
"[181, 168, 43, 14, 1]","[49, 57, 85, 106, 110]"
"[205, 173, 32, 8, 2]","[51, 67, 97, 94, 111]"
"[79, 105, 91, 69, 81]","[80, 93, 76, 90, 86]"
"[207, 166, 39, 8, 2]","[54, 60, 84, 120, 104]"
"[211, 171, 48, 9, 2]","[62, 77, 92, 112, 98]"
"[196, 171, 40, 10, 6]","[54, 62, 95, 124, 88]"
"[11, 97, 215, 77, 12]","[91, 85, 38, 79, 119]"
"[235, 153, 42, 15, 3]","[45, 69, 110, 113, 111]"
"[9, 95, 215, 79, 10]","[95, 71, 45, 86, 111]"
"[208, 176, 51, 10, 3]","[49, 74, 112, 107, 106]"
"[73, 81, 97, 85, 84]","[85, 93, 82, 78, 82]"
"[80, 84, 90, 93, 78]","[83, 85, 79, 81, 97]"
"[17, 92, 190, 92, 13]","[88, 73, 64, 76, 103]"
"[82, 69, 74, 93, 85]","[84, 81, 76, 77, 85]"
"[178, 167, 50, 7, 5]","[47, 57, 100, 101, 102]"
"[76, 80, 78, 93, 93]","[71, 83, 102, 72, 92]"
"[5, 116, 200, 71, 11]","[98, 71, 47, 96, 91]"
"[100, 67, 89, 77, 91]","[75, 77, 73, 103, 96]"
"[201, 161, 30, 12, 3]","[55, 61, 80, 101, 110]"
"[211, 136, 38, 15, 4]","[47, 69, 92, 95, 101]"
"[98, 83, 93, 79, 85]","[96, 93, 66, 87, 96]"
"[215, 161, 46, 7, 5]","[59, 78, 95, 96, 106]"
"[90, 72, 91, 93, 82]","[92, 102, 80, 71, 83]"
"[221, 155, 37, 8, 4]","[49, 79, 107, 103, 87]"
"[187, 155, 50, 16, 8]","[59, 53, 83, 117, 104]"
"[233, 164, 32, 6, 2]","[61, 65, 87, 86, 138]"
"[85, 82, 77, 81, 77]","[94, 87, 64, 73, 84]"
"[87, 103, 61, 89, 93]","[89, 86, 92, 81, 85]"
"[101, 82, 66, 76, 77]","[66, 72, 88, 95, 81]"
"[217, 170, 44, 11, 2]","[62, 68, 85, 115, 114]"
"[97, 92, 87, 76, 97]","[77, 103, 83, 95, 91]"
"[88, 91, 87, 80, 85]","[86, 83, 88, 79, 95]"
"[13, 96, 222, 100, 12]","[124, 81, 51, 78, 109]"
"[92, 78, 78, 86, 70]","[91, 75, 87, 71, 80]"
"[13, 95, 198, 89, 15]","[106, 81, 45, 84, 94]"
"[11, 111, 212, 101, 9]","[123, 73, 56, 90, 102]"
"[85, 83, 83, 65, 98]","[72, 80, 81, 89, 92]"
"[82, 94, 92, 90, 86]","[82, 95, 93, 87, 87]"
"[203, 149, 43, 12, 1]","[55, 64, 94, 99, 96]"
"[4, 97, 200, 83, 19]","[100, 86, 52, 77, 88]"
"[10, 116, 222, 89, 7]","[118, 75, 59, 89, 103]"
"[83, 80, 72, 86, 88]","[70, 83, 81, 88, 87]"
"[76, 101, 66, 86, 99]","[106, 69, 91, 82, 80]"
"[193, 193, 35, 19, 5]","[63, 56, 91, 114, 121]"
"[230, 149, 56, 11, 4]","[59, 64, 103, 121, 103]"
"[227, 163, 31, 12, 5]","[48, 65, 110, 99, 116]"
"[193, 153, 53, 14, 5]","[49, 73, 84, 100, 112]"
"[10, 108, 196, 93, 9]","[103, 74, 61, 69, 109]"
"[88, 85, 79, 85, 89]","[91, 91, 73, 87, 84]"
"[86, 75, 92, 78, 82]","[72, 69, 87, 86, 99]"
"[6, 99, 228, 103, 8]","[98, 103, 64, 92, 87]"
"[199, 152, 38, 8, 3]","[50, 53, 82, 105, 110]"
"[82, 82, 94, 82, 80]","[78, 102, 81, 79, 80]"
"[11, 90, 216, 94, 16]","[91, 85, 51, 86, 114]"
"[78, 81, 87, 84, 97]","[97, 96, 81, 73, 80]"
"[97, 79, 103, 78, 90]","[87, 83, 95, 99, 83]"
"[84, 84, 88, 75, 101]","[82, 89, 86, 87, 88]"
"[83, 82, 88, 84, 75]","[105, 75, 72, 79, 81]"
"[215, 158, 45, 8, 4]","[66, 67, 84, 114, 99]"
"[70, 81, 76, 83, 92]","[71, 81, 105, 77, 68]"
"[89, 88, 95, 85, 88]","[90, 105, 75, 86, 89]"
"[10, 95, 220, 112, 10]","[107, 105, 72, 79, 84]"
"[206, 164, 40, 15, 3]","[47, 73, 95, 103, 110]"
"[206, 157, 46, 8, 2]","[47, 72, 85, 97, 118]"
"[5, 90, 218, 91, 10]","[117, 87, 44, 73, 93]"
"[202, 170, 36, 13, 1]","[55, 68, 101, 96, 102]"
"[89, 73, 94, 88, 99]","[104, 91, 87, 84, 77]"
"[234, 140, 48, 11, 3]","[68, 59, 94, 105, 110]"
"[87, 90, 84, 68, 88]","[81, 80, 76, 96, 84]"
"[76, 78, 89, 88, 69]","[85, 70, 91, 72, 82]"
"[93, 89, 91, 85, 84]","[85, 89, 88, 88, 92]"
"[90, 69, 92, 66, 87]","[80, 95, 82, 80, 67]"
"[93, 78, 69, 82, 81]","[85, 79, 86, 78, 75]"
"[10, 87, 215, 91, 7]","[97, 70, 46, 96, 101]"
"[13, 106, 183, 99, 18]","[103, 82, 67, 72, 95]"
"[73, 96, 91, 78, 81]","[85, 71, 87, 86, 90]"
"[7, 79, 208, 96, 13]","[104, 82, 44, 69, 104]"
"[191, 160, 34, 13, 2]","[41, 63, 85, 108, 103]"
"[5, 100, 205, 110, 9]","[98, 91, 47, 85, 108]"
"[213, 166, 29, 7, 4]","[56, 74, 90, 106, 93]"
"[92, 82, 93, 88, 75]","[82, 86, 105, 70, 87]"
"[197, 160, 34, 8, 2]","[50, 67, 93, 97, 94]"
"[9, 102, 225, 83, 7]","[101, 92, 52, 94, 87]"
"[76, 94, 81, 84, 79]","[98, 72, 75, 100, 69]"
"[8, 111, 215, 91, 10]","[107, 79, 53, 87, 109]"
"[76, 82, 91, 81, 88]","[97, 92, 79, 82, 68]"
"[14, 93, 225, 99, 8]","[117, 80, 59, 80, 103]"
"[206, 156, 39, 8, 3]","[50, 68, 85, 91, 118]"
"[15, 92, 220, 108, 8]","[96, 102, 60, 80, 105]"
"[262, 133, 36, 11, 1]","[42, 88, 98, 103, 112]"
"[89, 84, 70, 68, 93]","[75, 81, 92, 87, 69]"
"[11, 76, 215, 99, 10]","[101, 83, 48, 74, 105]"
"[237, 139, 42, 10, 3]","[49, 70, 100, 127, 85]"
"[87, 115, 88, 80, 79]","[95, 85, 94, 87, 88]"
"[89, 87, 80, 75, 96]","[101, 94, 61, 79, 92]"
"[9, 90, 179, 117, 10]","[98, 87, 48, 66, 106]"
"[221, 159, 51, 10, 3]","[56, 70, 91, 123, 104]"
"[200, 145, 47, 14, 1]","[52, 65, 89, 88, 113]"
"[3, 97, 218, 92, 14]","[106, 62, 51, 93, 112]"
"[17, 91, 199, 94, 6]","[107, 73, 57, 73, 97]"
"[89, 85, 81, 85, 81]","[75, 89, 87, 93, 77]"
"[186, 155, 49, 11, 8]","[52, 62, 86, 113, 96]"
"[5, 98, 216, 108, 12]","[106, 79, 54, 95, 105]"
"[85, 89, 89, 87, 93]","[100, 85, 88, 86, 84]"
"[197, 150, 34, 13, 6]","[45, 63, 96, 87, 109]"
"[223, 153, 25, 11, 1]","[41, 58, 103, 118, 93]"
"[215, 148, 38, 15, 4]","[53, 69, 90, 91, 117]"
"[10, 89, 201, 103, 12]","[122, 82, 47, 56, 108]"
"[203, 166, 42, 16, 1]","[46, 56, 92, 126, 108]"
"[195, 143, 49, 11, 2]","[60, 66, 70, 94, 110]"
"[8, 103, 204, 100, 11]","[91, 87, 62, 81, 105]"
"[199, 160, 35, 10, 2]","[51, 67, 88, 103, 97]"
"[221, 166, 43, 11, 4]","[44, 87, 100, 107, 107]"
"[8, 100, 185, 97, 13]","[85, 77, 56, 90, 95]"
"[102, 91, 81, 87, 75]","[71, 75, 99, 100, 91]"
"[11, 97, 206, 84, 8]","[98, 81, 44, 78, 105]"
"[84, 88, 93, 83, 88]","[86, 98, 91, 81, 80]"
"[13, 107, 205, 90, 10]","[118, 77, 44, 89, 97]"
"[14, 107, 221, 83, 11]","[114, 78, 44, 90, 110]"
"[12, 102, 196, 90, 13]","[93, 71, 63, 101, 85]"
"[9, 89, 220, 89, 7]","[104, 76, 40, 82, 112]"
"[203, 166, 59, 6, 5]","[60, 75, 91, 106, 107]"
"[86, 84, 88, 82, 92]","[84, 87, 85, 96, 80]"
"[223, 150, 36, 10, 3]","[45, 61, 94, 116, 106]"
"[87, 91, 86, 82, 102]","[103, 82, 77, 102, 84]"
"[194, 157, 40, 11, 4]","[53, 69, 98, 98, 88]"
"[85, 100, 79, 92, 86]","[85, 90, 91, 90, 86]"
"[213, 148, 33, 6, 5]","[53, 74, 88, 90, 100]"
"[86, 75, 85, 80, 101]","[100, 86, 85, 82, 74]"
"[8, 111, 204, 105, 13]","[119, 74, 59, 85, 104]"
"[200, 150, 45, 7, 0]","[47, 74, 87, 96, 98]"
"[96, 86, 73, 77, 76]","[81, 89, 79, 84, 75]"
"[80, 90, 83, 93, 89]","[80, 95, 85, 96, 79]"
"[9, 102, 212, 98, 12]","[114, 79, 65, 78, 97]"
"[10, 97, 195, 110, 11]","[119, 78, 61, 72, 93]"
"[106, 72, 84, 70, 113]","[93, 90, 97, 91, 74]"
"[83, 96, 83, 76, 95]","[96, 84, 87, 79, 87]"
"[70, 86, 71, 96, 99]","[91, 89, 81, 85, 76]"
"[11, 100, 186, 99, 13]","[101, 81, 48, 80, 99]"
"[8, 94, 196, 103, 10]","[101, 78, 51, 79, 102]"
"[203, 156, 50, 12, 3]","[47, 56, 100, 97, 124]"
"[228, 168, 36, 13, 5]","[58, 62, 123, 93, 114]"
"[204, 161, 45, 9, 6]","[56, 70, 89, 106, 104]"
"[89, 87, 91, 88, 82]","[87, 75, 96, 85, 94]"
"[75, 79, 86, 81, 96]","[97, 73, 87, 86, 74]"
"[81, 86, 79, 83, 92]","[78, 82, 85, 93, 83]"
"[5, 106, 204, 84, 6]","[111, 80, 47, 76, 91]"
"[187, 181, 45, 20, 7]","[66, 56, 91, 108, 119]"
"[198, 169, 43, 10, 7]","[67, 56, 100, 103, 101]"
"[8, 98, 224, 109, 9]","[115, 89, 44, 83, 117]"
"[14, 108, 222, 93, 7]","[104, 86, 47, 101, 106]"
"[184, 160, 43, 16, 7]","[57, 50, 104, 91, 108]"
"[74, 80, 75, 86, 90]","[80, 85, 83, 70, 87]"
"[6, 113, 207, 103, 8]","[111, 87, 53, 84, 102]"
"[8, 98, 189, 99, 15]","[113, 82, 51, 62, 101]"
"[85, 64, 82, 96, 87]","[82, 89, 89, 79, 75]"
"[204, 177, 52, 10, 2]","[56, 71, 99, 106, 113]"
"[183, 179, 52, 7, 3]","[55, 51, 107, 95, 116]"
"[6, 97, 197, 90, 18]","[108, 67, 65, 76, 92]"
"[92, 101, 81, 73, 82]","[78, 80, 96, 93, 82]"
"[12, 104, 195, 102, 6]","[108, 79, 49, 80, 103]"
"[100, 76, 74, 88, 91]","[83, 88, 82, 94, 82]"
"[7, 99, 201, 110, 14]","[104, 84, 60, 82, 101]"
"[17, 107, 197, 105, 15]","[114, 84, 59, 77, 107]"
"[11, 83, 218, 101, 10]","[87, 85, 57, 96, 98]"
"[9, 97, 222, 87, 5]","[105, 74, 50, 94, 97]"
"[214, 175, 40, 9, 3]","[41, 65, 106, 123, 106]"
"[0, 103, 233, 97, 8]","[111, 88, 56, 85, 101]"
"[77, 73, 85, 90, 79]","[83, 93, 69, 83, 76]"
"[7, 88, 193, 105, 10]","[92, 91, 56, 65, 99]"
"[94, 74, 78, 82, 80]","[68, 79, 98, 71, 92]"
"[9, 102, 191, 90, 10]","[98, 82, 50, 76, 96]"
"[14, 100, 215, 104, 14]","[87, 94, 59, 94, 113]"
"[217, 144, 39, 9, 1]","[42, 78, 85, 102, 103]"
"[87, 93, 85, 77, 84]","[82, 63, 97, 101, 83]"
"[6, 98, 239, 73, 5]","[84, 89, 47, 91, 110]"
"[81, 88, 93, 87, 80]","[90, 95, 80, 76, 88]"
"[93, 70, 79, 85, 75]","[71, 84, 77, 79, 91]"
"[197, 173, 31, 9, 3]","[56, 66, 89, 104, 98]"
"[72, 101, 90, 84, 77]","[79, 76, 90, 94, 85]"
"[14, 95, 217, 88, 14]","[100, 89, 56, 88, 95]"
"[70, 79, 104, 83, 71]","[90, 75, 75, 86, 81]"
"[6, 92, 252, 84, 9]","[111, 75, 46, 90, 121]"
"[14, 88, 208, 102, 11]","[92, 80, 63, 93, 95]"
"[83, 102, 77, 78, 94]","[81, 72, 97, 94, 90]"
"[85, 93, 86, 76, 72]","[85, 75, 90, 81, 81]"
"[13, 88, 229, 100, 10]","[110, 81, 55, 71, 123]"
"[71, 100, 81, 78, 89]","[83, 90, 84, 81, 81]"
"[12, 87, 200, 95, 14]","[99, 80, 59, 80, 90]"
"[6, 102, 219, 103, 5]","[116, 102, 44, 77, 96]"
"[98, 76, 79, 98, 88]","[88, 88, 101, 78, 84]"
"[11, 108, 192, 90, 10]","[103, 72, 53, 73, 110]"
"[208, 165, 55, 13, 6]","[61, 74, 96, 101, 115]"
"[10, 111, 210, 107, 8]","[109, 81, 47, 99, 110]"
"[223, 153, 34, 10, 0]","[39, 69, 82, 115, 115]"
